



1.229.au|{y^2=x^3+200*x+171,y^2=x^3+42*x+84,y^2=x^3+137*x+137,y^2=x^3+167*x+167,y^2=x^3+152*x+152,y^2=x^3+32*x+32,y^2=x^3+32*x+64,y^2=x^3+15*x+15,y^2=x^3+205*x+205,y^2=x^3+161*x+93,y^2=x^3+10*x+10,y^2=x^3+208*x+187}
1.229.i|{y^2=x^3+215*x+215,y^2=x^3+76*x+76,y^2=x^3+92*x+184,y^2=x^3+183*x+183,y^2=x^3+13*x+13,y^2=x^3+116*x+3,y^2=x^3+171*x+113,y^2=x^3+219*x+219}
1.229.al|{y^2=x^3+227*x+227,y^2=x^3+33*x+66,y^2=x^3+191*x+191,y^2=x^3+160*x+91}
1.229.p|{y^2=x^3+186*x+143,y^2=x^3+70*x+140,y^2=x^3+117*x+5,y^2=x^3+4*x+4,y^2=x^3+91*x+182}
1.229.be|{y^2=x^3+x,y^2=x^3+85*x+170}
1.229.a|{y^2=x^3+164*x+99,y^2=x^3+186*x+186,y^2=x^3+113*x+226,y^2=x^3+23*x+46,y^2=x^3+63*x+63,y^2=x^3+124*x+124,y^2=x^3+41*x+41,y^2=x^3+57*x+114,y^2=x^3+200*x+200,y^2=x^3+38*x+76}
1.229.ae|{y^2=x^3+223*x+217,y^2=x^3+180*x+131,y^2=x^3+106*x+106,y^2=x^3+6*x,y^2=x^3+133*x+133,y^2=x^3+136*x+136,y^2=x^3+93*x+186,y^2=x^3+104*x+208,y^2=x^3+225*x+221,y^2=x^3+2*x,y^2=x^3+5*x+10,y^2=x^3+96*x+96,y^2=x^3+143*x+57,y^2=x^3+129*x+29}
1.229.y|{y^2=x^3+61*x+122,y^2=x^3+43*x+43,y^2=x^3+92*x+92,y^2=x^3+98*x+98}
1.229.av|{y^2=x^3+190*x+151,y^2=x^3+51*x+102,y^2=x^3+116*x+116,y^2=x^3+47*x+47,y^2=x^3+213*x+197}
1.229.j|{y^2=x^3+176*x+123,y^2=x^3+7*x+7,y^2=x^3+122*x+122,y^2=x^3+187*x+145,y^2=x^3+72*x+144,y^2=x^3+218*x+218}
1.229.am|{y^2=x^3+3*x+3,y^2=x^3+118*x+118,y^2=x^3+197*x+197,y^2=x^3+63*x+126}
1.229.q|{y^2=x^3+204*x+179,y^2=x^3+135*x+135,y^2=x^3+141*x+141,y^2=x^3+56*x+56,y^2=x^3+181*x+133,y^2=x^3+71*x+142,y^2=x^3+91*x+91,y^2=x^3+136*x+43}
1.229.b|{y^2=x^3+31*x+31,y^2=x^3+156*x+156,y^2=x^3+126*x+23,y^2=x^3+112*x+112,y^2=x^3+181*x+181,y^2=x^3+11*x+11,y^2=x^3+192*x+192,y^2=x^3+168*x+168}
1.229.af|{y^2=x^3+131*x+33,y^2=x^3+190*x+190,y^2=x^3+119*x+119,y^2=x^3+9*x+18,y^2=x^3+30*x+30,y^2=x^3+198*x+167,y^2=x^3+84*x+168,y^2=x^3+149*x+69,y^2=x^3+211*x+193}
1.229.aba|{y^2=x^3+148*x+67,y^2=x^3+2*x+2,y^2=x^3+131*x+131,y^2=x^3+79*x+158,y^2=x^3+216*x+203,y^2=x^3+177*x+125,y^2=x^3+140*x+51,y^2=x^3+221*x+221}
1.229.z|{y^2=x^3+27*x+27,y^2=x^3+103*x+103,y^2=x^3+185*x+185,y^2=x^3+127*x+25}
1.229.aw|{y^2=x^3+95*x+190,y^2=x^3+13*x+26,y^2=x^3+182*x+182,y^2=x^3+108*x+108,y^2=x^3+2,y^2=x^3+178*x+178,y^2=x^3+206*x+183,y^2=x^3+67*x+134,y^2=x^3+168*x+107,y^2=x^3+36*x+72,y^2=x^3+152*x+75,y^2=x^3+27*x+54,y^2=x^3+12*x+12,y^2=x^3+125*x+21}
1.229.an|{y^2=x^3+193*x+157,y^2=x^3+138*x+138,y^2=x^3+156*x+83,y^2=x^3+34*x+68,y^2=x^3+87*x+87,y^2=x^3+159*x+89,y^2=x^3+149*x+149,y^2=x^3+154*x+79,y^2=x^3+66*x+66}
1.229.k|{y^2=x^3+50*x+100,y^2=x^3+162*x+95,y^2=x^3+227*x+225,y^2=x^3+137*x+45,y^2=x^3+65*x+65,y^2=x^3+53*x+53,y^2=x^3+29*x+58,y^2=x^3+172*x+172,y^2=x^3+62*x+124,y^2=x^3+79*x+79,y^2=x^3+80*x+160,y^2=x^3+150*x+150,y^2=x^3+167*x+105,y^2=x^3+157*x+85,y^2=x^3+196*x+196,y^2=x^3+56*x+112,y^2=x^3+69*x+69,y^2=x^3+214*x+214,y^2=x^3+69*x+138,y^2=x^3+210*x+210}
1.229.r|{y^2=x^3+202*x+202,y^2=x^3+146*x+63,y^2=x^3+145*x+145,y^2=x^3+62*x+62}
1.229.c|{y^2=x^3+105*x+210,y^2=x^3+83*x+83,y^2=x^3+2*x+4,y^2=x^3+111*x+111,y^2=x^3+3*x+6,y^2=x^3+28*x+28,y^2=x^3+68*x+136,y^2=x^3+72*x+72,y^2=x^3+76*x+152,y^2=x^3+78*x+156,y^2=x^3+x+1,y^2=x^3+11*x+22}
1.229.ag|{y^2=x^3+89*x+178,y^2=x^3+22*x+22,y^2=x^3+121*x+121,y^2=x^3+174*x+119,y^2=x^3+102*x+102,y^2=x^3+39*x+78,y^2=x^3+176*x+176,y^2=x^3+147*x+65,y^2=x^3+147*x+147,y^2=x^3+25*x+25,y^2=x^3+49*x+49,y^2=x^3+15*x+30,y^2=x^3+223*x+223,y^2=x^3+132*x+35,y^2=x^3+140*x+140,y^2=x^3+160*x+160}
1.229.abb|{y^2=x^3+141*x+53,y^2=x^3+145*x+61}
1.229.ao|{y^2=x^3+101*x+101,y^2=x^3+115*x+1,y^2=x^3+110*x+220,y^2=x^3+46*x+46,y^2=x^3+59*x+59,y^2=x^3+139*x+139,y^2=x^3+109*x+218,y^2=x^3+43*x+86,y^2=x^3+118*x+7,y^2=x^3+222*x+215,y^2=x^3+194*x+159,y^2=x^3+209*x+189,y^2=x^3+126*x+126,y^2=x^3+220*x+211,y^2=x^3+157*x+157,y^2=x^3+88*x+88,y^2=x^3+16*x+16,y^2=x^3+49*x+98}
1.229.l|{y^2=x^3+40*x+40,y^2=x^3+180*x+180,y^2=x^3+77*x+154,y^2=x^3+221*x+213}
1.229.s|{y^2=x^3+226*x+223,y^2=x^3+71*x+71,y^2=x^3+5*x+5,y^2=x^3+111*x+222,y^2=x^3+159*x+159,y^2=x^3+114*x+228}
1.229.ap|{y^2=x^3+132*x+132,y^2=x^3+161*x+161,y^2=x^3+201*x+201,y^2=x^3+16*x+32,y^2=x^3+80*x+80}
1.229.d|{y^2=x^3+169*x+169,y^2=x^3+24*x+48,y^2=x^3+151*x+73}
1.229.ax|{y^2=x^3+117*x+117,y^2=x^3+57*x+57,y^2=x^3+105*x+105,y^2=x^3+134*x+39,y^2=x^3+84*x+84}
1.229.abc|{y^2=x^3+65*x+130,y^2=x^3+78*x+78,y^2=x^3+24*x+24,y^2=x^3+192*x+155}


(g, q)= (1,233)
1.233.abb|{y^2=x^3+228*x+228,y^2=x^3+232*x+232,y^2=x^3+48*x+144,y^2=x^3+16*x+48}
1.233.aw|{y^2=x^3+177*x+65,y^2=x^3+138*x+181,y^2=x^3+46*x+46,y^2=x^3+171*x+47,y^2=x^3+27*x+81,y^2=x^3+68*x+204,y^2=x^3+218*x+188,y^2=x^3+51*x+153}
1.233.z|{y^2=x^3+186*x+186,y^2=x^3+105*x+105,y^2=x^3+83*x+16}
1.233.an|{y^2=x^3+151*x+220,y^2=x^3+101*x+70,y^2=x^3+149*x+149,y^2=x^3+170*x+44}
1.233.k|{y^2=x^3+84*x+19,y^2=x^3+7*x+7,y^2=x^3+201*x+201,y^2=x^3+101*x+101,y^2=x^3+43*x+43,y^2=x^3+24*x+72,y^2=x^3+111*x+100,y^2=x^3+72*x+216,y^2=x^3+191*x+107,y^2=x^3+91*x+40,y^2=x^3+167*x+35,y^2=x^3+196*x+122,y^2=x^3+47*x+47,y^2=x^3+200*x+200}
1.233.r|{y^2=x^3+143*x+143,y^2=x^3+199*x+199,y^2=x^3+24*x+24}
1.233.c|{y^2=x^3+183*x+83,y^2=x^3+52*x+52,y^2=x^3+30*x+90,y^2=x^3+69*x+207,y^2=x^3+95*x+95,y^2=x^3+147*x+208}
1.233.ag|{y^2=x^3+128*x+128,y^2=x^3+6*x+6,y^2=x^3+149*x+214,y^2=x^3+75*x+225,y^2=x^3+65*x+65,y^2=x^3+73*x+219,y^2=x^3+91*x+91,y^2=x^3+41*x+41,y^2=x^3+53*x+53,y^2=x^3+196*x+196,y^2=x^3+171*x+171,y^2=x^3+134*x+169,y^2=x^3+185*x+185,y^2=x^3+155*x+155,y^2=x^3+133*x+133,y^2=x^3+10*x+30,y^2=x^3+186*x+92,y^2=x^3+217*x+217,y^2=x^3+161*x+17,y^2=x^3+82*x+82,y^2=x^3+206*x+152,y^2=x^3+45*x+45,y^2=x^3+96*x+55,y^2=x^3+224*x+224,y^2=x^3+232*x+230,y^2=x^3+32*x+32,y^2=x^3+110*x+110,y^2=x^3+167*x+167}
1.233.abc|{y^2=x^3+30*x+30,y^2=x^3+210*x+210}
1.233.ao|{y^2=x^3+112*x+103,y^2=x^3+47*x+141,y^2=x^3+187*x+187,y^2=x^3+168*x+38,y^2=x^3+59*x+59,y^2=x^3+3*x+9,y^2=x^3+202*x+202,y^2=x^3+49*x+147,y^2=x^3+96*x+96,y^2=x^3+89*x+89,y^2=x^3+69*x+69,y^2=x^3+61*x+183}
1.233.l|{y^2=x^3+70*x+70,y^2=x^3+142*x+142,y^2=x^3+135*x+135,y^2=x^3+172*x+172,y^2=x^3+77*x+231,y^2=x^3+146*x+205,y^2=x^3+159*x+159}
1.233.s|{y^2=x^3+7*x+21,y^2=x^3+41*x+123,y^2=x^3+94*x+49,y^2=x^3+104*x+79,y^2=x^3+36*x+108,y^2=x^3+156*x+156,y^2=x^3+117*x+118,y^2=x^3+174*x+56,y^2=x^3+140*x+187,y^2=x^3+99*x+64,y^2=x^3+126*x+126,y^2=x^3+194*x+116,y^2=x^3+28*x+84,y^2=x^3+116*x+115,y^2=x^3+211*x+167,y^2=x^3+173*x+173,y^2=x^3+118*x+118,y^2=x^3+124*x+124}
1.233.ap|{y^2=x^3+16*x+16,y^2=x^3+145*x+202,y^2=x^3+106*x+106,y^2=x^3+150*x+150,y^2=x^3+195*x+119,y^2=x^3+219*x+219}
1.233.d|{y^2=x^3+40*x+40,y^2=x^3+113*x+113,y^2=x^3+112*x+112,y^2=x^3+221*x+197,y^2=x^3+77*x+77,y^2=x^3+164*x+164,y^2=x^3+143*x+196,y^2=x^3+25*x+75,y^2=x^3+55*x+55,y^2=x^3+x+1}
1.233.ax|{y^2=x^3+219*x+191,y^2=x^3+197*x+197}
1.233.abd|{y^2=x^3+137*x+178,y^2=x^3+215*x+179}
1.233.m|{y^2=x^3+120*x+120,y^2=x^3+115*x+115,y^2=x^3+123*x+123,y^2=x^3+126*x+145,y^2=x^3+208*x+158,y^2=x^3+17*x+51,y^2=x^3+22*x+22,y^2=x^3+62*x+62,y^2=x^3+162*x+20,y^2=x^3+71*x+71}
1.233.t|{y^2=x^3+12*x+36,y^2=x^3+122*x+122,y^2=x^3+204*x+204,y^2=x^3+64*x+192,y^2=x^3+x+3}
1.233.aq|{y^2=x^3+45*x+135,y^2=x^3+3*x,y^2=x^3+180*x+180,y^2=x^3+211*x+211,y^2=x^3+197*x+125,y^2=x^3+129*x+129,y^2=x^3+131*x+160}
1.233.ah|{y^2=x^3+170*x+170,y^2=x^3+180*x+74,y^2=x^3+42*x+126}
1.233.e|{y^2=x^3+200*x+134,y^2=x^3+15*x+15,y^2=x^3+75*x+75,y^2=x^3+182*x+80,y^2=x^3+201*x+137,y^2=x^3+195*x+195,y^2=x^3+125*x+125,y^2=x^3+67*x+201,y^2=x^3+38*x+38,y^2=x^3+90*x+37}
1.233.ay|{y^2=x^3+21*x+21,y^2=x^3+207*x+155,y^2=x^3+84*x+84,y^2=x^3+217*x+185,y^2=x^3+147*x+147,y^2=x^3+18*x+54,y^2=x^3+228*x+218,y^2=x^3+17*x+17,y^2=x^3+20*x+60,y^2=x^3+97*x+58,y^2=x^3+216*x+216,y^2=x^3+12*x+12}
1.233.ba|{y^2=x^3+93*x+46,y^2=x^3+74*x+222,y^2=x^3+88*x+31,y^2=x^3+9*x+9,y^2=x^3+213*x+213,y^2=x^3+206*x+206,y^2=x^3+21*x+63}
1.233.abe|{y^2=x^3+231*x+227,y^2=x^3+19*x+57,y^2=x^3+204*x+146}
1.233.n|{y^2=x^3+63*x+63,y^2=x^3+226*x+226,y^2=x^3+198*x+198,y^2=x^3+176*x+62}
1.233.ar|{y^2=x^3+122*x+133,y^2=x^3+216*x+182,y^2=x^3+160*x+14}
1.233.u|{y^2=x^3+215*x+215,y^2=x^3+44*x+132,y^2=x^3+31*x+93,y^2=x^3+225*x+209}
1.233.ai|{y^2=x^3+165*x+165,y^2=x^3+157*x+5,y^2=x^3+99*x+99,y^2=x^3+125*x+142,y^2=x^3+46*x+138,y^2=x^3+79*x+4,y^2=x^3+179*x+71,y^2=x^3+189*x+189}
1.233.f|{y^2=x^3+108*x+108,y^2=x^3+66*x+66,y^2=x^3+153*x+153}
1.233.bb|{y^2=x^3+183*x+183,y^2=x^3+188*x+98,y^2=x^3+83*x+83,y^2=x^3+224*x+206}
1.233.az|{y^2=x^3+13*x+39,y^2=x^3+61*x+61,y^2=x^3+43*x+129}
1.233.ab|{y^2=x^3+132*x+132,y^2=x^3+129*x+154,y^2=x^3+14*x+42,y^2=x^3+118*x+121,y^2=x^3+62*x+186,y^2=x^3+100*x+67,y^2=x^3+130*x+130}
1.233.o|{y^2=x^3+188*x+188,y^2=x^3+109*x+109,y^2=x^3+116*x+116,y^2=x^3+102*x+73,y^2=x^3+174*x+174,y^2=x^3+52*x+156,y^2=x^3+165*x+29,y^2=x^3+65*x+195,y^2=x^3+57*x+57,y^2=x^3+187*x+95,y^2=x^3+155*x+232,y^2=x^3+78*x+78}
1.233.as|{y^2=x^3+4*x+4,y^2=x^3+141*x+141,y^2=x^3+6*x+18,y^2=x^3+184*x+86,y^2=x^3+134*x+134,y^2=x^3+182*x+182,y^2=x^3+97*x+97,y^2=x^3+130*x+157,y^2=x^3+145*x+145,y^2=x^3+159*x+11,y^2=x^3+151*x+151,y^2=x^3+114*x+114,y^2=x^3+29*x+29,y^2=x^3+127*x+127,y^2=x^3+13*x+13,y^2=x^3+11*x+11,y^2=x^3+202*x+140,y^2=x^3+220*x+220}
1.233.v|{y^2=x^3+117*x+117,y^2=x^3+194*x+194,y^2=x^3+193*x+193,y^2=x^3+104*x+104,y^2=x^3+169*x+169,y^2=x^3+152*x+152,y^2=x^3+44*x+44,y^2=x^3+59*x+177,y^2=x^3+48*x+48}
1.233.aj|{y^2=x^3+139*x+139,y^2=x^3+58*x+58,y^2=x^3+95*x+52,y^2=x^3+226*x+212,y^2=x^3+214*x+176,y^2=x^3+64*x+64,y^2=x^3+119*x+119,y^2=x^3+82*x+13,y^2=x^3+218*x+218,y^2=x^3+56*x+56}
1.233.g|{y^2=x^3+54*x+162,y^2=x^3+141*x+190,y^2=x^3+86*x+86,y^2=x^3+11*x+33,y^2=x^3+230*x+224,y^2=x^3+207*x+207,y^2=x^3+120*x+127,y^2=x^3+136*x+175,y^2=x^3+27*x+27,y^2=x^3+58*x+174,y^2=x^3+152*x+223,y^2=x^3+222*x+222,y^2=x^3+230*x+230,y^2=x^3+172*x+50,y^2=x^3+166*x+166,y^2=x^3+55*x+165,y^2=x^3+39*x+117,y^2=x^3+220*x+194,y^2=x^3+146*x+146,y^2=x^3+225*x+225,y^2=x^3+119*x+124,y^2=x^3+32*x+96,y^2=x^3+133*x+166,y^2=x^3+176*x+176,y^2=x^3+105*x+82,y^2=x^3+34*x+34,y^2=x^3+89*x+34,y^2=x^3+34*x+102}
1.233.bc|{y^2=x^3+26*x+78,y^2=x^3+37*x+111}
1.233.ac|{y^2=x^3+81*x+81,y^2=x^3+94*x+94,y^2=x^3+163*x+163,y^2=x^3+156*x+2,y^2=x^3+98*x+98,y^2=x^3+2*x+6}
1.233.at|{y^2=x^3+205*x+149,y^2=x^3+26*x+26,y^2=x^3+166*x+32,y^2=x^3+79*x+79,y^2=x^3+33*x+33}
1.233.w|{y^2=x^3+181*x+77,y^2=x^3+93*x+93,y^2=x^3+3*x+3,y^2=x^3+76*x+76,y^2=x^3+161*x+161,y^2=x^3+137*x+137,y^2=x^3+19*x+19,y^2=x^3+175*x+175}
1.233.ak|{y^2=x^3+73*x+73,y^2=x^3+210*x+164,y^2=x^3+158*x+158,y^2=x^3+148*x+148,y^2=x^3+8*x+8,y^2=x^3+90*x+90,y^2=x^3+87*x+87,y^2=x^3+63*x+189,y^2=x^3+169*x+41,y^2=x^3+190*x+104,y^2=x^3+203*x+203,y^2=x^3+36*x+36,y^2=x^3+178*x+68,y^2=x^3+154*x+229}
1.233.h|{y^2=x^3+160*x+160,y^2=x^3+132*x+163,y^2=x^3+20*x+20}
1.233.bd|{y^2=x^3+67*x+67,y^2=x^3+231*x+231}
1.233.ad|{y^2=x^3+78*x+1,y^2=x^3+227*x+215,y^2=x^3+184*x+184,y^2=x^3+154*x+154,y^2=x^3+76*x+228,y^2=x^3+85*x+22,y^2=x^3+9*x+27,y^2=x^3+223*x+223,y^2=x^3+29*x+87,y^2=x^3+127*x+148}
1.233.au|{y^2=x^3+71*x+213,y^2=x^3+107*x+107,y^2=x^3+212*x+212,y^2=x^3+25*x+25}
1.233.x|{y^2=x^3+142*x+193,y^2=x^3+102*x+102}
1.233.al|{y^2=x^3+68*x+68,y^2=x^3+138*x+138,y^2=x^3+33*x+99,y^2=x^3+50*x+150,y^2=x^3+113*x+106,y^2=x^3+150*x+217,y^2=x^3+164*x+26}
1.233.i|{y^2=x^3+70*x+210,y^2=x^3+190*x+190,y^2=x^3+121*x+121,y^2=x^3+192*x+110,y^2=x^3+227*x+227,y^2=x^3+31*x+31,y^2=x^3+221*x+221,y^2=x^3+87*x+28}
1.233.p|{y^2=x^3+185*x+89,y^2=x^3+144*x+199,y^2=x^3+107*x+88,y^2=x^3+42*x+42,y^2=x^3+22*x+66,y^2=x^3+177*x+177}
1.233.be|{y^2=x^3+181*x+181,y^2=x^3+28*x+28,y^2=x^3+178*x+178}
1.233.a|{y^2=x^3+15*x+45,y^2=x^3+162*x+162,y^2=x^3+157*x+157,y^2=x^3+179*x+179,y^2=x^3+85*x+85,y^2=x^3+213*x+173,y^2=x^3+66*x+198,y^2=x^3+208*x+208,y^2=x^3+3,y^2=x^3+1,y^2=x^3+8*x+24,y^2=x^3+60*x+180}
1.233.ae|{y^2=x^3+111*x+111,y^2=x^3+100*x+100,y^2=x^3+193*x+113,y^2=x^3+72*x+72,y^2=x^3+135*x+172,y^2=x^3+124*x+139,y^2=x^3+10*x+10,y^2=x^3+74*x+74,y^2=x^3+209*x+161,y^2=x^3+109*x+94}
1.233.aba|{y^2=x^3+223*x+203,y^2=x^3+191*x+191,y^2=x^3+88*x+88,y^2=x^3+53*x+159,y^2=x^3+80*x+80,y^2=x^3+60*x+60,y^2=x^3+81*x+10,y^2=x^3+x}
1.233.y|{y^2=x^3+80*x+7,y^2=x^3+23*x+23,y^2=x^3+108*x+91,y^2=x^3+158*x+8,y^2=x^3+192*x+192,y^2=x^3+2*x+2,y^2=x^3+103*x+103,y^2=x^3+153*x+226,y^2=x^3+54*x+54,y^2=x^3+189*x+101,y^2=x^3+57*x+171,y^2=x^3+50*x+50}
1.233.av|{y^2=x^3+203*x+143,y^2=x^3+106*x+85,y^2=x^3+136*x+136,y^2=x^3+163*x+23,y^2=x^3+121*x+130,y^2=x^3+115*x+112,y^2=x^3+123*x+136,y^2=x^3+199*x+131,y^2=x^3+4*x+12}
1.233.am|{y^2=x^3+148*x+211,y^2=x^3+92*x+43,y^2=x^3+173*x+53,y^2=x^3+103*x+76,y^2=x^3+198*x+128,y^2=x^3+18*x+18,y^2=x^3+209*x+209,y^2=x^3+175*x+59,y^2=x^3+14*x+14,y^2=x^3+49*x+49}
1.233.j|{y^2=x^3+35*x+35,y^2=x^3+139*x+184,y^2=x^3+86*x+25,y^2=x^3+140*x+140,y^2=x^3+51*x+51,y^2=x^3+110*x+97,y^2=x^3+56*x+168,y^2=x^3+38*x+114,y^2=x^3+205*x+205,y^2=x^3+98*x+61}
1.233.q|{y^2=x^3+229*x+221,y^2=x^3+222*x+200,y^2=x^3+5*x+5,y^2=x^3+144*x+144,y^2=x^3+35*x+105,y^2=x^3+229*x+229}
1.233.b|{y^2=x^3+39*x+39,y^2=x^3+214*x+214,y^2=x^3+23*x+69,y^2=x^3+5*x+15,y^2=x^3+131*x+131,y^2=x^3+92*x+92,y^2=x^3+37*x+37}
1.233.af|{y^2=x^3+40*x+120,y^2=x^3+128*x+151,y^2=x^3+212*x+170}


(g, q)= (1,239)
1.239.v|{y^2=x^3+2*x+2,y^2=x^3+191*x+142,y^2=x^3+71*x+19,y^2=x^3+17*x+17,y^2=x^3+178*x+51,y^2=x^3+224*x+224}
1.239.f|{y^2=x^3+57*x+160,y^2=x^3+141*x+31,y^2=x^3+31*x+31,y^2=x^3+137*x+137,y^2=x^3+201*x+212,y^2=x^3+54*x+139,y^2=x^3+159*x+159}
1.239.ae|{y^2=x^3+93*x+173,y^2=x^3+140*x+24,y^2=x^3+128*x+128,y^2=x^3+67*x+230,y^2=x^3+232*x+232,y^2=x^3+34*x+238,y^2=x^3+78*x+78,y^2=x^3+26*x+182}
1.239.au|{y^2=x^3+139*x+139,y^2=x^3+184*x+184,y^2=x^3+136*x+136,y^2=x^3+53*x+132,y^2=x^3+166*x+166,y^2=x^3+76*x+54,y^2=x^3+96*x+194,y^2=x^3+6*x+6,y^2=x^3+234*x+234,y^2=x^3+210*x+210,y^2=x^3+70*x+12,y^2=x^3+186*x+107}
1.239.w|{y^2=x^3+181*x+72,y^2=x^3+x+1,y^2=x^3+65*x+65,y^2=x^3+175*x+175,y^2=x^3+64*x+209,y^2=x^3+14*x+14}
1.239.g|{y^2=x^3+161*x+161,y^2=x^3+224*x+134,y^2=x^3+115*x+115,y^2=x^3+172*x+9,y^2=x^3+89*x+89,y^2=x^3+59*x+59,y^2=x^3+35*x+6,y^2=x^3+185*x+185,y^2=x^3+56*x+56,y^2=x^3+236*x+236,y^2=x^3+218*x+92,y^2=x^3+223*x+127,y^2=x^3+84*x+110,y^2=x^3+225*x+141,y^2=x^3+11*x+11,y^2=x^3+193*x+156,y^2=x^3+160*x+164,y^2=x^3+123*x+144,y^2=x^3+18*x+18,y^2=x^3+141*x+141}
1.239.af|{y^2=x^3+167*x+167,y^2=x^3+21*x+147,y^2=x^3+45*x+45,y^2=x^3+85*x+117,y^2=x^3+48*x+48,y^2=x^3+237*x+237,y^2=x^3+143*x+45}
1.239.av|{y^2=x^3+99*x+99,y^2=x^3+199*x+199,y^2=x^3+221*x+113,y^2=x^3+116*x+95,y^2=x^3+98*x+208,y^2=x^3+228*x+228}
1.239.x|{y^2=x^3+183*x+86,y^2=x^3+202*x+219}
1.239.h|{y^2=x^3+127*x+172,y^2=x^3+87*x+131,y^2=x^3+41*x+48}
1.239.ag|{y^2=x^3+23*x+161,y^2=x^3+121*x+121,y^2=x^3+115*x+88,y^2=x^3+61*x+188,y^2=x^3+165*x+199,y^2=x^3+213*x+213,y^2=x^3+68*x+68,y^2=x^3+70*x+70,y^2=x^3+2*x+14,y^2=x^3+102*x+102,y^2=x^3+222*x+222,y^2=x^3+92*x+166,y^2=x^3+217*x+85,y^2=x^3+138*x+10,y^2=x^3+146*x+146,y^2=x^3+69*x+69,y^2=x^3+223*x+223,y^2=x^3+222*x+120,y^2=x^3+59*x+174,y^2=x^3+107*x+107}
1.239.aw|{y^2=x^3+111*x+111,y^2=x^3+78*x+68,y^2=x^3+49*x+104,y^2=x^3+210*x+36,y^2=x^3+208*x+22,y^2=x^3+133*x+133}
1.239.y|{y^2=x^3+x+7,y^2=x^3+36*x+13,y^2=x^3+214*x+64,y^2=x^3+228*x+162,y^2=x^3+34*x+34,y^2=x^3+72*x+72,y^2=x^3+179*x+58,y^2=x^3+194*x+194,y^2=x^3+106*x+106,y^2=x^3+195*x+195,y^2=x^3+61*x+61,y^2=x^3+27*x+189,y^2=x^3+186*x+186,y^2=x^3+195*x+170,y^2=x^3+117*x+102,y^2=x^3+12*x+84}
1.239.i|{y^2=x^3+131*x+200,y^2=x^3+125*x+158,y^2=x^3+176*x+37,y^2=x^3+57*x+57,y^2=x^3+137*x+3,y^2=x^3+221*x+221,y^2=x^3+120*x+123,y^2=x^3+66*x+223,y^2=x^3+5*x+5,y^2=x^3+72*x+26,y^2=x^3+227*x+155,y^2=x^3+44*x+69,y^2=x^3+56*x+153,y^2=x^3+235*x+211}
1.239.ah|{y^2=x^3+192*x+192,y^2=x^3+66*x+66,y^2=x^3+74*x+74}
1.239.ax|{y^2=x^3+9*x+9,y^2=x^3+33*x+33}
1.239.z|{y^2=x^3+95*x+95,y^2=x^3+149*x+87,y^2=x^3+5*x+35}
1.239.ai|{y^2=x^3+6*x+42,y^2=x^3+60*x+60,y^2=x^3+149*x+149,y^2=x^3+55*x+55,y^2=x^3+67*x+67,y^2=x^3+156*x+156,y^2=x^3+229*x+229,y^2=x^3+206*x+206,y^2=x^3+144*x+144,y^2=x^3+154*x+154,y^2=x^3+164*x+192,y^2=x^3+74*x+40,y^2=x^3+196*x+196,y^2=x^3+100*x+100}
1.239.j|{y^2=x^3+45*x+76,y^2=x^3+42*x+42,y^2=x^3+51*x+51,y^2=x^3+90*x+90,y^2=x^3+136*x+235,y^2=x^3+198*x+191,y^2=x^3+47*x+90,y^2=x^3+38*x+38,y^2=x^3+171*x+2,y^2=x^3+207*x+207,y^2=x^3+50*x+111,y^2=x^3+203*x+226}
1.239.ay|{y^2=x^3+43*x+43,y^2=x^3+10*x+10,y^2=x^3+182*x+79,y^2=x^3+142*x+142,y^2=x^3+32*x+224,y^2=x^3+190*x+190,y^2=x^3+234*x+204,y^2=x^3+19*x+19,y^2=x^3+175*x+30,y^2=x^3+30*x+30,y^2=x^3+185*x+100,y^2=x^3+189*x+189,y^2=x^3+217*x+217,y^2=x^3+121*x+130,y^2=x^3+200*x+200,y^2=x^3+232*x+190}
1.239.ba|{y^2=x^3+112*x+67,y^2=x^3+200*x+205,y^2=x^3+154*x+122,y^2=x^3+213*x+57}
1.239.aj|{y^2=x^3+108*x+39,y^2=x^3+109*x+46,y^2=x^3+165*x+165,y^2=x^3+201*x+201,y^2=x^3+193*x+193,y^2=x^3+209*x+209,y^2=x^3+105*x+18,y^2=x^3+157*x+157,y^2=x^3+79*x+79,y^2=x^3+23*x+23,y^2=x^3+146*x+66,y^2=x^3+189*x+128}
1.239.k|{y^2=x^3+68*x+237,y^2=x^3+219*x+99,y^2=x^3+142*x+38,y^2=x^3+153*x+153,y^2=x^3+174*x+174,y^2=x^3+25*x+25}
1.239.az|{y^2=x^3+44*x+44,y^2=x^3+114*x+81,y^2=x^3+164*x+164}
1.239.bb|{y^2=x^3+230*x+230,y^2=x^3+197*x+184,y^2=x^3+41*x+41,y^2=x^3+206*x+8,y^2=x^3+157*x+143}
1.239.ak|{y^2=x^3+63*x+63,y^2=x^3+161*x+171,y^2=x^3+198*x+198,y^2=x^3+216*x+216,y^2=x^3+30*x+210,y^2=x^3+88*x+138}
1.239.l|{y^2=x^3+177*x+44,y^2=x^3+158*x+158,y^2=x^3+152*x+108,y^2=x^3+116*x+116,y^2=x^3+76*x+76,y^2=x^3+20*x+20}
1.239.bc|{y^2=x^3+162*x+162,y^2=x^3+144*x+52,y^2=x^3+147*x+147,y^2=x^3+169*x+227}
